Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
General Accountant,Full Time,On-site,Wonder Travel,"Cairo, Egypt",Posted 19 days ago,194,2 open positions,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Male,Accounting/Finance,"['Accounting', 'Accounting principles', 'Accounting Software', 'English', 'excel', 'Finance', 'Financial', 'office', 'Financial Management', 'Microsoft Office']"
Technician (Qena),Full Time,On-site,OPPO Egypt,"Qena, Qena",Posted 1 month ago,10,1 open position,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Installation/Maintenance/Repair,"['Maintenance', 'Repair', 'English', 'Microsoft Office', 'Computer Skills', 'Engineering']"
Medical Devices Sales Representative,Full Time,On-site,Life Medical Consult,"Cairo, Egypt",Posted 26 days ago,12,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Sales/Retail,"['medical device', 'Biomedical Engineering', 'Medical', 'Sales', 'sales skills', 'Sales Target', 'Physiotherapy']"
Marketing Content Executive,Full Time,On-site,Carina Wear,"New Cairo, Cairo",Posted 10 days ago,24,1 open position,2 To 3 Years,Experienced (Non-Manager),Not Specified,Females Preferred,Creative/Design/Art,"['Marketing', 'Social Media', 'Content Marketing', 'Digital Marketing', 'Social Media Management', 'Brand Storytelling', 'Content Strategy', 'Content Creation', 'SEO Optimization', 'Multimedia Content', 'Social Media Content', 'Copywriting & Editing', 'Creativity', 'Innovation', 'Strategic Thinking', '', '', '', '', '', '', '', '']"
Advertising Account Executive,Full Time,On-site,Art Vision,"Sheraton, Cairo",Posted 18 days ago,9,1 open position,More Than 1 Year,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Customer Service/Support,"['Advertising', 'Sales Skills', 'Customer Service', 'Account executive', 'Marketing', 'Advertisement', 'Advertising Campaigns']"
Office Manager,Full Time,On-site,Afaqy,"Maadi, Cairo",Posted 1 month ago,224,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Office management', 'Administration']"
Senior Kubernetes Administrator,Full Time,Hybrid,QiCard,"6th of October, Giza",Posted 2 months ago,5,1 open position,6 To 8 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Telecom/Technology,"['Linux', 'Kubernetes']"
Product Manager,Full Time,On-site,KAMF REAL ESTATE MARKETING,"New Cairo, Cairo",Posted 2 days ago,25,1 open position,4 To 10 Years,Manager,Bachelor'S Degree,Confidential,IT/Software Development,"['Agile', 'Information Technology (IT)', 'UX', 'Software', 'Software Development', 'Computer Science', 'Product Management', 'Product', 'Communication']"
Lighting Sales Manager,Full Time,On-site,Archilight,"New Cairo, Cairo",Posted 1 month ago,34,1 open position,8 To 10 Years,Manager,Not Specified,"Confidential, Attractive Commission + Medical Insurance + Social Insurance",Creative/Design/Art,"['Manager', 'Sales', 'Sales Manager', 'sales skills', 'Sales Target', 'Experience', 'Engineering', 'Customer Service', 'Lighting', 'Lighting Design']"
Procurement Specialist (Spare Parts / Raw Materials),Full Time,On-site,Fine Hygienic Holding,"6th of October, Giza",Posted 1 month ago,127,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Procurement', 'Purchasing', 'Supply Chain', 'Negotiation', 'Procurement Management', 'Spare Parts Management', 'Raw Materials', 'Foreign Procurement', 'English', 'Oracle']"
Sales Manager,Full Time,On-site,finest Egypt,"Heliopolis, Cairo",Posted 16 days ago,71,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,"10000 To 15000 EGP Per Month, Salary + Commission",Business Development,"['Management', 'Customer Service', 'Sales Manager', 'Sales Target', 'sales skills', 'Sales', 'People Management', 'Business Administration']"
Senior Graphic Designer,Full Time,On-site,Genena Group,"New Cairo, Cairo",Posted 23 days ago,70,1 open position,4 To 6 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['Graphic Design', 'illustrator', 'photoshop', 'indesign', 'Design', 'Graphic', 'Adobe illustrator']"
Administrative Assistant,Full Time,Remote,InHouse World Ltd,"Cairo, Egypt",Posted 1 month ago,135,1 open position,More Than 1 Year,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Administration', 'English', 'Communication skills']"
Technical Office Manager,Full Time,On-site,Rekaz Developments,"Cairo, Egypt",Posted 2 days ago,115,1 open position,10 To 20 Years,Manager,Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['Administration', 'Architecture', 'Civil Engineering', 'Construction', 'Engineering', 'Microsoft Office', 'Office management', 'Project Management', 'Technical Office', 'Management', 'Operations']"
Talent Acquisition Specialist,Full Time,On-site,Al Asdekaa Group for Dairies Production and Trading,"Smouha, Alexandria",Posted 4 days ago,22,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Human Resources,"['Hiring', 'Recruiting', 'Talent acquisition']"
Customer Support Representative,Full Time,On-site,BTC-Egypt Gold,"Heliopolis, Cairo",Posted 1 month ago,86,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Communication', 'Customer', 'Customer Service', 'English', 'Experience', 'Customer Support', 'Customer Care', 'Communication skills', 'Problem Solving']"
Mid-Senior Flutter Developer (on-site),Full Time,On-site,LoadServ,"Heliopolis, Cairo",Posted 2 months ago,147,2 open positions,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['flutter', 'Git', 'Agile', 'APIs', 'Github', 'Firebase', 'CICD', 'UI/UX']"
B2B Sales Account Manager,Full Time,On-site,Deer Advertising,"Nasr City, Cairo",Posted 13 days ago,43,1 open position,2 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission",Business Development,"['Advertising', 'Marketing', 'B2B', 'Proposals', 'Sales', 'sales skills', 'Sales Target', 'sales targets', 'B2B Sales', 'Client Relationships', 'Negotiation']"
Real Estate Sales.,Full Time,On-site,La Vie Real Estate,"6th of October, Giza",Posted 1 month ago,6,1 open position,1 To 20 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"2500 To 10000 EGP Per Month, Very Competitive Commission",Business Development,"['Sales', 'Real Estate Sales', 'Real Estate', 'real estate consultant', 'Arabic', 'English', 'Experience', 'Sales Target', 'sales skills']"
Accountant,Full Time,On-site,Paxton LLC,"Heliopolis, Cairo",Posted 2 months ago,94,1 open position,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Finance', 'Accounting principles']"
Frontend Developer,Full Time,Hybrid,RTLabs,"Cairo, Egypt",Posted 27 days ago,143,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,IT/Software Development,"['Software Development', 'JavaScript', 'UI', 'Git', 'HTML', 'Computer Science', 'Engineering', 'React', 'Frontend']"
Medical Representative,Full Time,On-site,Inshape Clinic,"Cairo, Egypt",Posted 2 months ago,9,4 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Medical/Healthcare,"['Medical representative', 'Pharmacy', 'Medical', 'Sales']"
Telesales Agent,Full Time,On-site,Premium Card,"Dokki, Giza",Posted 5 days ago,19,4 open positions,1 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Communication', 'Sales', 'Tele sales', 'Telesales', 'sales skills', 'Customer Service']"
Executive Secretary,Full Time,On-site,Sallam Insurance Broker,"Smouha, Alexandria",Posted 12 days ago,61,1 open position,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Administration,"['Administration', 'Customer Service', 'Insurance', 'Office management', 'Secretary']"
Security Manager,Full Time,On-site,Haier Electric Egypt,"Sharqia, Egypt",Posted 1 day ago,62,1 open position,5 To 7 Years,Manager,Not Specified,Confidential,Administration,"['Security manager', 'Security']"
Marketing Specialist,Full Time,On-site,OLIS Holding,"10th of Ramadan City, Cairo",Posted 2 months ago,20,1 open position,3 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Manufacturing/Production,"['Communication', 'Market Research', 'Marketing', 'Design', 'Brand Marketing', 'digital marketing', 'analytical', 'Project Management', 'Creative Ideas', 'E-Marketing', 'Management', 'media', 'Research', 'Brand', 'Social Media']"
Marketing Specialist,Full Time,On-site,Falcons International Trading & Marketing,"Giza, Egypt",Posted 19 days ago,9,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Marketing', 'Google Analytics', 'Business Administration', 'Campaign', 'Research', 'SEO', 'Market Research', 'PPC', 'SEM']"
Junior Network & Security Engineer,Full Time,On-site,Sky Holding,"Maadi, Cairo",Posted 2 months ago,368,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Male,Installation/Maintenance/Repair,"['Networking', 'engineer', 'Network', 'Security', 'Security Engineer']"
Real Estate Sales Agent,Full Time,On-site,ELBOUSHI for Real estate Development,"New Cairo, Cairo",Posted 1 month ago,17,2 open positions,1 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Commissions",Sales/Retail,"['Communication', 'broker', 'office', 'Real Estate', 'Real Estate Agent', 'Sales Target', 'sales skills', 'Sales', 'Negotiation', 'Experience']"
Export Sales Manager,Full Time,Hybrid,,"Cairo, Egypt",Posted 16 days ago,28,2 open positions,5 To 10 Years,Manager,MBA,Confidential,Logistics/Supply Chain,"['Sales Manager', 'business', 'sales skills', 'male or female', 'Education', 'English', 'Sales', 'Sales Target', 'Export']"
Real Estate Sales Team Leader,Full Time,On-site,Rk,"New Cairo, Cairo",Posted 1 month ago,12,5 open positions,2 To 10 Years,Manager,Bachelor'S Degree,Confidential,Sales/Retail,"['Real Estate', 'Sales', 'Property Sales', 'sales skills', 'Sales Target', 'English']"
Customer Service Representative - Inbound ( Call Center),Full Time,On-site,Premium Card,"Dokki, Giza",Posted 19 days ago,181,4 open positions,0 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Customer Service/Support,"['Customer Care', 'Customer Service', 'Customer Support', 'Communication', 'Call center']"
Store Keeper,Full Time,On-site,KIG Konnice,"10th of Ramadan City, Sharqia",Posted 4 days ago,12,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['store keeper', 'store', 'Store Keeping', 'Supply Chain', 'Warehousing', 'Logistics', 'Business Administration', 'Administration']"
Apparel Sourcing Specialist,Full Time,On-site,,"New Cairo, Cairo",Posted 2 months ago,24,1 open position,1 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['apparel', 'Garments', 'Fashion', 'Fashion Design', 'fabrics', 'apparel manufactring', 'Communication skills', 'Negotiation', 'supplier relations management', 'Textile manufacturing', 'Fabric sourcing', 'Garment production', 'Raw material procurement', 'Relationship Building', '', '', '', '', '', '']"
Customer Service & Sales,Full Time,On-site,NTM Global,"Heliopolis, Cairo",Posted 22 hours ago,5,4 open positions,0 To 2 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['Customer Care', 'Customer Support', 'Sales', 'Customer Service', 'negotiation skills', 'Fluency in English', 'cooperation', 'Logistics', 'English']"
E Commerce Sales Cooordinator,Full Time,On-site,BTC-Egypt Gold,"Heliopolis, Cairo",Posted 1 month ago,52,1 open position,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Quarterly Bonus",Customer Service/Support,"['Sales', 'E-Commerce', 'Marketing', 'Sales Skills', 'Communication', 'Commerce', 'Online', 'Creative']"
Financial Manager for a Group of Companies,Full Time,On-site,Magaz,"Umm al Qaywayn, United Arab Emirates",Posted 1 month ago,203,1 open position,15 To 18 Years,Manager,Not Specified,Confidential,Accounting/Finance,"['Accounting', 'CPA', 'English', 'Finance', 'Financial', 'Budgeting', 'accountant', 'Financial Analysis', 'Financial Management', 'Planning', 'Management']"
Sales Representative,Full Time,On-site,Drobina Stores,"Nasr City, Cairo",Posted 2 months ago,7,1 open position,1 To 3 Years,Experienced (Non-Manager),Not Specified,"6000 To 6000 EGP Per Month, Commissions And Overtime",Sales/Retail,"['Sales Target', 'Sales']"
Fresh Grad Engineer,Full Time,On-site,Egyptian Micro Solutions,"New Cairo, Cairo",Posted 1 month ago,40,1 open position,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,IT/Software Development,"['Communication', 'Engineering', 'Information Technology (IT)', 'Installation', 'Software Development', 'Computer Science']"
Site Team leader - Civil,Full Time,On-site,REDCON Construction Co. S.A.E,"Cairo, Egypt",Posted 2 months ago,193,1 open position,7 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Bonus",Engineering - Construction/Civil/Architecture,"['Construction', 'Site Engineering', 'Civil Engineering', 'Project Management']"
Sales Administrator,Full Time,On-site,Held investment,"New Cairo, Cairo",Posted 11 days ago,13,3 open positions,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Sales/Retail,"['Business Administration', 'sales administrator', 'Sales', 'CRM', 'excel', 'Marketing', 'MS', 'MS Office', 'sales skills', 'Sales Support', 'Sales Target', 'Software']"
B2B Sales Account Manager,Full Time,On-site,Itechs Group,"Nasr City, Cairo",Posted 25 days ago,70,2 open positions,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Commission As Per Company Policy",Business Development,"['Business Development', 'Customer Care', 'Customer Service', 'English', 'Sales', 'sales skills', 'Sales Target', 'Account Management', 'B2B Sales']"
Senior Entrepreneurship Coordinator,Full Time,On-site,Misr Elkheir Foundation,"Mokattam, Cairo",Posted 2 months ago,31,1 open position,3 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Innovation', 'Entrepreneurship', 'Administration', 'Coordination', 'Incubator', 'Engineering', 'Project Management']"
HR Specialist,Full Time,On-site,Zeina Group,"Sheikh Zayed, Giza",Posted 9 days ago,81,1 open position,2 To 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Human Resources,"['Personnel', 'Payroll', 'Human Resources (HR)', 'administrative', 'Recruitment', 'Attendance', 'operation']"
Senior Electrical Design Engineer,Full Time,On-site,Raafat Miller Consulting,"Dokki, Giza",Posted 2 months ago,17,2 open positions,6 To 10 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['BIM', 'Revit MEP', 'Design']"
Heavy Duty Machine Operator,Full Time,On-site,,"Vlore, Albania",Posted 15 days ago,Be the First to Apply,,3 To 20 Years,Experienced (Non-Manager),Not Specified,"Confidential, Free Food Twice A Day, Free Housing. 6 Months Working Contract For The Start.",Engineering - Construction/Civil/Architecture,"['Operator', 'Experience']"
Homeroom Teacher,Full Time,On-site,Egypt Education Platform,"Riyadh, Saudi Arabia",Posted 18 days ago,34,1 open position,0 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Education/Teaching,"['Education', 'learning', 'Teaching', 'Curriculum']"
Operations Manager,Full Time,On-site,EL KHETA,"San Stefano, Alexandria",Posted 2 months ago,135,1 open position,4 To 6 Years,Manager,Bachelor'S Degree,Male,Operations/Management,"['Operations Management', 'Management', 'Educational Technology', 'Operations', 'operations team leader', 'senior operations specialist', 'google sheets', 'google products', 'Operations Support System (OSS)', 'Communication skills', 'team leader', 'Leadership skills', 'flexibility', 'customer supp', '', '', '', '', '', '']"
Travel Consultant,Full Time,Remote,Skyhawk Travel,"Nasr City, Cairo",Posted 14 days ago,50,1 open position,1 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"10000 To 14000 EGP Per Month, + Commissions",Customer Service/Support,"['Amadeus', 'Galileo', 'Travel Coordination', 'Tourism', 'Travel', 'gds', 'English', 'Booking', 'Customer Support', 'Communication', 'visa applications', 'Hotel Booking', 'B2B']"
HR Specialist,Full Time,On-site,,"6th of October, Giza",Posted 10 days ago,41,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['HR', 'HR Specialist', 'Human Resources (HR)', 'Recruitment']"
Art Teacher,Full Time,On-site,Elite Education Group,"Shorouk City, Cairo",Posted 11 days ago,7,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Art', 'Art Teacher', 'Fine Arts', 'Teacher', 'Teaching', 'Education']"
experienced Accountant,Full Time,On-site,chem source egypt,"Nasr City, Cairo",Posted 1 month ago,93,1 open position,3 To 5 Years,Manager,Not Specified,Confidential,Accounting/Finance,"['Accounting', 'Finance']"
"Mechanical Engineer ""internship""",Internship,On-site,365 Ecology,"Sheikh Zayed, Giza",Posted 2 months ago,139,5 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Not Specified,Paid,Engineering - Mechanical/Electrical,"['Engineering', 'Mechanical', 'Mechanical Engineering', 'Education']"
Cath Lab Radiographer,Full Time,On-site,African Medical Center of Excellence,"Abuja, Nigeria",Posted 23 days ago,5,1 open position,3 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Medical/Healthcare,"['Cath Lab', 'Radiology', 'Biomedical', 'Nursing', 'ESD']"
Workforce Analyst,Full Time,On-site,LG Electronics,"Katameya, Cairo",Posted 2 months ago,52,1 open position,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Customer Service/Support,"['Office Management', 'Computer Skills', 'Customer Service', 'Customer Support', 'Admin', 'Adminstration', 'Microsoft Office', 'Administration', 'Logistics', 'Procurement', 'Microsoft Excel']"
Technical Office Engineer,Full Time,On-site,Global Energy For Investment and Industry,"Cairo, Egypt",Posted 19 days ago,80,3 open positions,3 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, An Annual Bonus Of 3 Salaries Is Provided",Engineering - Construction/Civil/Architecture,"['Primavera', 'AutoCAD', 'BIM', 'BIM Modeling', 'Revit BIM', 'Civil Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'Communication', 'Electrical', 'Information Technology (IT)', 'MS Office', 'Mechanical', 'Technical Office']"
Senior AP Accountant,Full Time,On-site,,"Cairo, Egypt",Posted 24 days ago,118,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Accounting principles', 'Communication', 'English', 'Finance']"
Demand Planner,Full Time,On-site,Egypt Foods,"Sheikh Zayed, Giza",Posted 5 days ago,58,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Logistics/Supply Chain,"['demand', 'Analysis', 'Logistics', 'Supply Chain', 'Sales Planning']"
Sales Electrical Engineer,Full Time,On-site,ElNassera Group,"Obour City, Cairo",Posted 3 days ago,Be the First to Apply,,2 To 3 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Communication skills', 'Lighting', 'Electrical Engineering', 'sales skills', 'Manufacturing', 'Industry']"
Supply Chain Planner,Full Time,On-site,Sky Medical for Medical Devices,"Mohandessin, Giza",Posted 1 month ago,162,1 open position,More Than 3 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Analytical Skills', 'Communication skills', 'Supply Chain', 'Material Planning', 'Microsoft Office', 'Planning', 'Logistics', 'Supply', 'Production']"
Senior Media Buyer,Full Time,On-site,Saudi German Hospital,"New Nozha, Cairo",Posted 1 month ago,41,1 open position,3 To 6 Years,Experienced (Non-Manager),Not Specified,"Confidential, Transportation",Marketing/PR/Advertising,"['Media Buyer', 'Advertising', 'media', 'Marketing', 'digital marketing', 'Digital Marketing', 'Communication', 'Social Media', 'Buyer']"
Virtual Assistant/Project Coordinator - AI & Digital Services Focus,Full Time,Hybrid,Profitable Sites Ltd,"Dahab, South Sinai",Posted 8 days ago,23,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,750 To 1000 USD Per Month,Administration,"['AI', 'Google Ads', 'Project Management', 'Assistant', 'Project coordinator', 'Business Administration', 'Admin Assistant', 'google workspace', 'asana', 'Operations Management']"
Sales Manager,Full Time,On-site,,"Mohandessin, Giza",Posted 11 days ago,44,1 open position,10 To 15 Years,Manager,Bachelor'S Degree,Confidential,Operations/Management,"['Sales', 'sales skills', 'Sales Target', 'Planning', 'Marketing', 'Outdoor Sales', 'Sales Field', 'Indoor Sales', 'Business Development', 'Management', 'Communication', 'Negotiation', 'Business Administration']"
Marketing Manager - Retail/FMCG,Full Time,On-site,Exception Patisserie,"6th of October, Giza",Posted 1 month ago,108,1 open position,7 To 15 Years,Manager,Bachelor'S Degree,Male,Hospitality/Hotels/Food Services,"['Marketing', 'Market Research', 'Digital Marketing', 'Marketing Campaigns', 'FMCG', 'Social Media', 'Competitive Analysis', 'Promotions', 'Growth Hacking', 'Media Buying', 'Content Creation', 'SEO', 'Branding', 'Brand Awareness', 'Brand Marketing', 'Brand Strategy', 'Digital Marketing Strategy', 'English', '', '', '', '', '']"
VRV/VRF Site Engineer,Full Time,On-site,ZAD MEP,"New Cairo, Cairo",Posted 1 month ago,15,7 open positions,2 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Mechanical/Electrical,"['Engineering', 'Mechanical', 'Mechanical Engineering', 'English', 'Construction', 'Plumbing', 'Electromechanical', 'Contracting', 'AutoCAD', 'VRF', 'VRV']"
Accounting Supervisor,Full Time,On-site,Nour Eldin Elsherif for Trading vehicles,"Sheikh Zayed, Giza",Posted 18 days ago,108,1 open position,7 To 10 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Accounting/Finance,"['Accounting', 'CMA', 'CPA', 'Finance', 'Financial Analysis', 'Financial Management', 'Accounting Supervisor', 'Computer Skills', 'Management', 'excel', 'Automotive']"
junior Interior Design Engineer,Full Time,On-site,Q Design,"Maadi, Cairo",Posted 13 days ago,34,1 open position,1 To 4 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Engineering - Construction/Civil/Architecture,"['AutoCAD', 'Revit', 'Design', 'Engineering', 'Architecture', 'Adobe Photoshop', 'Microsoft Office', 'Interior Design', 'Engineer', 'Rihno', '3dmax', 'Architecture Engineering', 'English']"
Document Controller,Full Time,On-site,BRISK Business Inc.,"Zamalek, Cairo",Posted 2 months ago,54,1 open position,5 To 7 Years,Experienced (Non-Manager),Not Specified,Confidential,Administration,"['Administration', 'Project Management', 'Microsoft Office', 'Business Administration', 'CAPM']"
Architect Site Engineer,Full Time,On-site,VINCHI INTERIORS,"New Cairo, Cairo",Posted 2 months ago,82,1 open position,4 To 6 Years,Experienced (Non-Manager),Bachelor'S Degree,Male,Engineering - Construction/Civil/Architecture,"['Architecture', 'Engineering', 'AutoCAD']"
Office Administrator,Full Time,On-site,,"6th of October, Giza",Posted 26 days ago,58,1 open position,0 To 1 Year,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Female,Administration,"['Administration', 'Admin', 'Communication', 'ERP', 'Management', 'Microsoft Office', 'MS Office', 'Office management', 'Software', 'Assistant', 'Accounting']"
Warehouse Keeper,Full Time,On-site,Soudanco,"Salam City, Cairo",Posted 2 months ago,23,4 open positions,3 To 15 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Logistics/Supply Chain,"['Warehouse Operations', 'inventory', 'Logistics']"
Marketing Manager,Full Time,On-site,Pharco Food,"10th of Ramadan City, Sharqia",Posted 1 month ago,67,1 open position,5 To 10 Years,Manager,Bachelor'S Degree,Confidential,Hospitality/Hotels/Food Services,"['AdWords', 'Analytics', 'campaigns', 'Google Adwords', 'Google Analytics', 'Market Research', 'Marketing', 'Marketing Campaigns', 'Omniture', 'Online Marketing', 'Sales', 'Social Media']"
Software Testing intership,Internship,On-site,Osolutions,"Nasr City, Cairo",Posted 1 month ago,385,1 open position,Not Specified,Entry Level (Junior Level / Fresh Grad),Not Specified,5000 To 5000 EGP Per Month,IT/Software Development,"['Software Testing', 'Automation Testing']"
Accounts Payable Accountant,Full Time,On-site,Fawry Plus,"Smart Village, Giza",Posted 12 days ago,212,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Accounting/Finance,"['Accounting', 'Accounts Payable', 'Financial Analysis', 'Finance', 'Microsoft Office', 'English', 'Communication']"
electrical technical office team leader,Full Time,On-site,Egyptian Contracting Centre,"Agouza, Giza",Posted 2 days ago,6,1 open position,6 To 11 Years,Experienced (Non-Manager),Not Specified,Confidential,Engineering - Mechanical/Electrical,"['Electrical', 'Electrical Engineering', 'Leadership', 'Engineering', 'Communication', 'AutoCAD', 'Management']"
German Teacher,Full Time,On-site,Elite Education Group,"Shorouk City, Cairo",Posted 12 days ago,7,1 open position,3 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Education/Teaching,"['Teaching', 'Education', 'german', 'German Teaching']"
Trade execution specialist / Export,Full Time,On-site,Mediterraneo Trading,"New Cairo, Cairo",Posted 18 days ago,33,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Logistics/Supply Chain,"['Export', 'Logistics', 'Supply Chain']"
Sales Engineer,Full Time,On-site,EMATECH,"Cairo, Egypt",Posted 25 days ago,11,2 open positions,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Sales/Retail,"['Sales', 'Mechanical', 'English', 'Automation', 'Communication skills', 'technical', 'Electrical', 'sales skills', 'Sales Target']"
Automation Engineer Intern,Internship,On-site,Groupe- Atlantic,"10th of Ramadan City, Cairo",Posted 2 months ago,229,2 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Not Specified,Paid,Engineering - Telecom/Technology,"['Automation', 'Electrical', 'Electrical Engineering', 'Engineering']"
E-commerce Operations & Website Manager,Full Time,On-site,,"New Cairo, Cairo",Posted 28 days ago,55,1 open position,3 To 7 Years,Manager,Not Specified,Confidential,Business Development,"['business', 'E-Commerce', 'English', 'Management', 'Operations', 'Financial Management', 'Commerce', 'Skills']"
Teaching Assistant - AY24-25,Full Time,On-site,Egypt Education Platform,"Rehab City, Cairo",Posted 4 days ago,11,1 open position,More Than 1 Year,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Education/Teaching,"['Teaching', 'Teaching Assistance']"
Marketing Specialist,Full Time,On-site,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo",Posted 1 month ago,7,1 open position,2 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,Marketing/PR/Advertising,"['B2B', 'Digital Marketing', 'digital marketing', 'Social Media', 'Market Research', 'Marketing', 'Sales', 'SEO', 'business', 'Communication', 'Digital', 'media', 'sales skills', 'Creative', 'Analysis', 'E-Marketing', 'social']"
Graphic Designer,Full Time,Remote,,"Cairo, Egypt",Posted 9 days ago,92,1 open position,2 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['Adobe illustrator', 'Adobe Photoshop', 'Fine Arts', 'Design', 'Graphic', 'Graphic Design', 'illustrator', 'Photography', 'indesign', 'Art']"
Sales Account Manager,Full Time,On-site,Firoz Group,"Nasr City, Cairo",Posted 2 months ago,7,1 open position,1 To 5 Years,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Business Development,"['Sales', 'sales skills', 'Communication', 'Sales Target']"
Production Manager,Full Time,On-site,OPPO Egypt Manufacturing,"Sharqia, Egypt",Posted 2 months ago,144,2 open positions,3 To 7 Years,Manager,Bachelor'S Degree,Confidential,Manufacturing/Production,"['Communication', 'Mechanical', 'Mechanical Production', 'Microsoft Office', 'English', 'Manufacturing', 'Electronics Engineering', 'Production Engineering', 'Production Process', 'Production Planning', 'Product Management', 'office', 'Production', 'Skills', 'Management', 'Engineering', '']"
