Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country
Financial Analyst,Full Time,on-site,Not Specified,"Zamalek, Cairo",10,67,1,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'financial forecasting', 'analysis', 'finance', 'financial analysis', 'reporting', 'analyst']",Male,901,3,5,Zamalek, Cairo
Financial Analyst,Full Time,on-site,Not Specified,"6th of October, Giza",28,50,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['financial analysis', 'analysis', 'business', 'finance', 'analytical', 'accounting', 'communication']",both,901,5,7,6th of October, Giza
Financial Analyst,Full Time,on-site,Not Specified,"Cairo, Egypt",13,97,1,Experienced (Non-Manager),Not Specified,,Accounting/Finance,"['accounting', 'commerce', 'analyst', 'analysis', 'finance', 'financial analysis', 'planning', 'forecasting', 'economics', 'financial', 'power bi', 'microsoft power bi', 'financial data analysis', 'business analysis']",Male,901,3,7,Cairo, Egypt
Financial Analyst,Full Time,on-site,Not Specified,"Cairo, Egypt",13,96,1,Experienced (Non-Manager),Not Specified,,Accounting/Finance,"['accounting', 'commerce', 'analyst', 'analysis', 'finance', 'financial analysis', 'planning', 'forecasting', 'economics', 'financial', 'power bi', 'microsoft power bi', 'financial data analysis', 'business analysis']",Male,901,3,7,Cairo, Egypt
Financial Analyst,Full Time,on-site,Caduceus Lane,"Hurghada, Red Sea",28,53,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'commerce', 'corporate finance', 'finance', 'financial analysis', 'forecasting', 'financial forecasting', 'reporting', 'microsoft', 'financial', 'economics', 'analysis']",both,901,5,10,Hurghada, Red Sea
Financial Analyst,Full Time,on-site,Egytrans,"New Cairo, Cairo",12,58,1,Experienced (Non-Manager),Not Specified,"Confidential, Competitive And Negotiable Salary , Annual Profit Share And Yearly Increase Based On Job Performance.",Accounting/Finance,"['corporate finance', 'financial analysis', 'accounting', 'forecasting', 'analysis', 'reporting']",both,901,3,7,New Cairo, Cairo
Financial Analyst,Full Time,on-site,Ghataty,"Cairo, Egypt",16,76,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'analysis', 'analytical', 'cfa', 'commerce', 'finance', 'financial modeling', 'financial analysis']",both,901,3,5,Cairo, Egypt
Financial Analyst,Full Time,on-site,BDO Esnad,"Maadi, Cairo",56,161,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'financial analysis']",both,901,1,3,Maadi, Cairo
Financial Analyst,Full Time,on-site,Global Professional Services GPS,"New Cairo, Cairo",29,34,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['finance', 'analysis']",both,901,3,7,New Cairo, Cairo
Financial Analyst (Equities),Full Time,on-site,Blue Ventures,"Nasr City, Cairo",9,48,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'commerce', 'economics']",both,901,5,7,Nasr City, Cairo
Financial Analyst Specialist,Full Time,on-site,LEONI Wiring System Egypt S.A.E,"Nasr City, Cairo",28,196,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance,"['business', 'accounting', 'financial', 'finance', 'financial analysis', 'microsoft excel', 'sap', 'excel', 'communication']",both,901,1,3,Nasr City, Cairo
Financial Analyst and Reporting,Full Time,on-site,Bahna Engineering,"Zamalek, Cairo",23,97,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['analysis', 'accounting', 'financial analysis', 'financial', 'finance', 'analytical']",both,901,3,7,Zamalek, Cairo
Financial Analyst/Intern,Internship,on-site,Intercap Capital,"Dokki, Giza",8,190,2,Entry Level (Junior Level / Fresh Grad),Not Specified,Paid,Accounting/Finance,"['finance', 'accounting', 'research', 'analysis', 'financial analysis', 'financial reports']",both,901,0,1,Dokki, Giza
Financial Auditor,Full Time,on-site,Rehana Group,"Qanater Khairya, Qalubia",11,21,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'auditing', 'finance', 'financial analysis', 'financial auditing']",both,901,3,7,Qanater Khairya, Qalubia
Financial Auditor (Giza),Full Time,on-site,Giza Spinning and Weaving,"Kerdasa, Giza",28,44,1,Manager,Not Specified,Confidential,Accounting/Finance,"['finance', 'financial analysis', 'auditing']",both,901,5,7,Kerdasa, Giza
Financial Consultant,Full Time,on-site,Madinty business,"Brighton, United Kingdom",28,8,1,Student (Undergrad / Postgrad),Not Specified,28000 To 45000 GBP Per Year,Accounting/Finance,"['accounting', 'financial consultant']",both,901,,,Brighton, United Kingdom
Financial Controller,Full Time,on-site,Al Ahly Medical Company,"Giza, Egypt",23,151,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting principles', 'accounting software', 'administration', 'certified accountant', 'finance', 'financial', 'financial analysis', 'financial', 'general ledger', 'software']",both,901,8,10,Giza, Egypt
"Financial Controller "" Agriculture """,Full Time,on-site,Not Specified,"Maadi, Cairo",4,95,1,Manager,Not Specified,"Confidential, Bonus",Accounting/Finance,"['finance', 'financial', 'financial analysis', 'cash flow', 'accounting', 'finance', 'enterprise resource planning']",both,901,10,,Maadi, Cairo
Financial Controller & Compliance Manager,Full Time,on-site,Not Specified,"Giza, Egypt",56,222,1,Manager,Not Specified,Confidential,Accounting/Finance,"['audit', 'finance', 'accounting']",both,901,10,12,Giza, Egypt
Financial Director,Full Time,on-site,Not Specified,"Sheraton, Cairo",56,225,1,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Accounting/Finance,"['accounting', 'communication', 'corporate finance', 'finance', 'financial', 'financial analysis', 'financial']",both,901,3,5,Sheraton, Cairo
Financial Director,Full Time,on-site,SAK Developments,"New Cairo, Cairo",56,200,1,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,Accounting/Finance,"['financial', 'financial analysis']",both,901,8,15,New Cairo, Cairo
Financial Internal Auditor,Full Time,on-site,Finest for Hospitality Integrated Solutions,"Heliopolis, Cairo",23,73,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'auditing', 'enterprise resource planning', 'excel', 'finance', 'analytical', 'financial analysis', 'financial', 'ifrs', 'financial reporting', 'reporting', 'procedures']",both,901,5,7,Heliopolis, Cairo
Financial Manager,Full Time,on-site,Start Tech,"Giza, Giza",13,193,1,Manager,Master'S Degree,Confidential,Accounting/Finance,"['accounting', 'financial analysis', 'financial', 'reporting', 'business administration', 'cfa', 'certified public accountant', 'financial', 'general ledger', 'mba', 'finance']",both,901,8,10,Giza, Giza
Financial Manager,Full Time,on-site,International Medical Service Center,"Manial, Cairo",17,323,1,Manager,Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'communication', 'certified public accountant', 'excel', 'finance', 'financial', 'financial analysis', 'financial', 'leadership', 'mba', 'microsoft excel']",both,901,7,10,Manial, Cairo
Financial Manager,Full Time,on-site,Not Specified,"Giza, Egypt",11,331,1,Manager,Not Specified,Confidential,Accounting/Finance,"['accounting', 'certified public accountant', 'finance', 'financial', 'financial analysis', 'financial statistics', 'financial']",both,901,5,10,Giza, Egypt
Financial Manager,Full Time,on-site,Not Specified,"Giza, Egypt",10,329,1,Manager,Not Specified,Confidential,Accounting/Finance,"['accounting', 'certified public accountant', 'finance', 'financial', 'financial analysis', 'financial statistics', 'financial']",both,901,5,10,Giza, Egypt
Financial Manager,Full Time,on-site,FinBi Finance & Banking Consultants International,"Dokki, Giza",28,297,1,Manager,Bachelor'S Degree,Confidential,Accounting/Finance,"['budgeting', 'certified public accountant', 'financial']",both,901,7,10,Dokki, Giza
Financial Manager,Full Time,on-site,Numo,"New Cairo, Cairo",56,412,1,Manager,Not Specified,Confidential,Accounting/Finance,"['financial analysis', 'finance', 'financial', 'financial', 'communication', 'accounting']",both,901,8,10,New Cairo, Cairo
Financial Manager,Full Time,on-site,DALWA COMPANY,"Sheraton, Cairo",27,289,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['financial', 'accounting', 'finance', 'financial analysis', 'financial', 'financial manager']",both,901,10,15,Sheraton, Cairo
Financial Manager,Full Time,on-site,Alaraby law firm,"Zamalek, Cairo",17,197,1,Manager,Bachelor'S Degree,,Accounting/Finance,"['finance', 'accounting', 'financial manager', 'financial', 'financial', 'financial analysis', 'financial reporting', 'reporting']",Males Preferred,901,5,,Zamalek, Cairo
Financial Manager,Full Time,on-site,Not Specified,"Heliopolis, Cairo",6,461,1,Manager,Master'S Degree,Confidential,Accounting/Finance,"['accounting', 'budget', 'financial services', 'finance', 'financial manager', 'financial', 'financial analysis', 'financial']",both,901,15,20,Heliopolis, Cairo
Financial Manager,Full Time,on-site,El Reefy Trading,"6th of October, Giza",28,323,1,Manager,Not Specified,Confidential,Accounting/Finance,"['finance', 'accounting']",both,901,10,15,6th of October, Giza
Financial Manager,Full Time,on-site,Not Specified,"Cairo, Egypt",19,316,1,Manager,Bachelor'S Degree,,Accounting/Finance,"['accounting', 'accounting manager', 'certified accountant', 'finance', 'financial', 'financial', 'leadership', 'financial accounting', 'financial analysis', 'financial reporting', 'financial data analysis', 'finance']",Male,901,12,15,Cairo, Egypt
Financial Manager for a Food Factory in 6th of October City,Full Time,on-site,Fresh Food,"6th of October, Giza",12,233,1,Manager,Not Specified,"Confidential, - Competitive Salary Commensurate With Experience And Efficiency. - Professional Work Environment And Opportunities For Career Development. - Social Insurance. - Medical Insurance.",Accounting/Finance,"['finance', 'accounting', 'financial']",both,901,5,5,6th of October, Giza
Financial Manager for a Group of Companies,Full Time,on-site,Magaz,"Umm al Qaywayn, United Arab Emirates",28,203,1,Manager,Not Specified,Confidential,Accounting/Finance,"['accounting', 'certified public accountant', 'english', 'finance', 'financial', 'budgeting', 'accountant', 'financial analysis', 'financial', 'planning']",both,901,15,18,Umm al Qaywayn, United Arab Emirates
Financial Manager/Executive for eCommerce Platform,Full Time,on-site,Hamad Hasan Clothing,"Madinat `Isa, Bahrain",28,166,1,Manager,Not Specified,Confidential,Accounting/Finance,"['account', 'finance', 'certified public accountant']",both,901,12,20,Madinat `Isa, Bahrain
Financial Planning And Analysis Head,Full Time,on-site,Easy Group For Health and Beauty Care,"Alexandria, Egypt",56,81,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'analysis', 'computer', 'english', 'excel', 'finance', 'financial', 'financial analysis', 'financial']",both,901,4,6,Alexandria, Egypt
Financial Planning And Analysis Manager,Full Time,on-site,Not Specified,"Maadi, Cairo",28,208,1,Manager,Bachelor'S Degree,"Confidential, Bonus",Accounting/Finance,"['accounting', 'financial analysis', 'analysis', 'finance', 'financial', 'microsoft excel']",both,901,10,15,Maadi, Cairo
Financial Project Manager,Full Time,on-site,The German-Arab Chamber of Industry and Commerce,"Giza, Egypt",25,145,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['financial', 'accounting']",both,901,5,10,Giza, Egypt
Financial and Administrative Manager.,Full Time,on-site,Not Specified,"Heliopolis, Cairo",28,309,1,Manager,Bachelor'S Degree,"Confidential, Attractive Remuneration And An Extensive Benefits Program.",Accounting/Finance,"['accounting', 'administration', 'communication', 'cfa', 'certified public accountant', 'finance', 'financial']",both,901,10,20,Heliopolis, Cairo
Financial and administrative manager,Full Time,on-site,El Shorbagy,"Alsadat City, Monufya",29,131,1,Manager,Bachelor'S Degree,,Accounting/Finance,"['accounting', 'administrative', 'manager', 'communication', 'finance', 'cfa', 'microsoft', 'financial statistics', 'administration']",Male,901,10,15,Alsadat City, Monufya
Financial manager / Industrial,Full Time,on-site,Not Specified,"Tanta, Gharbia",28,129,1,Manager,Bachelor'S Degree,,Accounting/Finance,"['accounting', 'finance', 'indutrial', 'commercial sales', 'financial analysis', 'financial']",Male,901,10,15,Tanta, Gharbia
Fixed Asset and General Ledger Accountant,Full Time,on-site,Not Specified,"Mohandessin, Giza",11,99,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Competitive Salary, Commensurate With Experience, Individual Private Medical Insurance, Two Days Off.",Accounting/Finance,"['accounting', 'accounting principles', 'accounting software', 'finance', 'financial analysis', 'gaap', 'general ledger', 'ifrs', 'ledger', 'manufacturing', 'sap']",both,901,5,7,Mohandessin, Giza
Fixed Assets Accountant,Full Time,on-site,Saudi German Hospital,"Agami, Alexandria",28,161,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'financial', 'finance']",both,901,2,,Agami, Alexandria
Fixed Assets and Capital Accountant,Full Time,on-site,Sukari Gold Mines,"Red Sea, Egypt",9,77,1,Experienced (Non-Manager),Not Specified,20000 To 25000 EGP Per Month,Accounting/Finance,"['accounting', 'finance', 'excel', 'accountant', 'microsoft', 'ifrs']",both,901,2,4,Red Sea, Egypt
Fixed Assets& GL Accountant,Full Time,on-site,GB Corp,"Obour City, Cairo",28,149,1,Experienced (Non-Manager),Not Specified,"Confidential, Annual Bouns",Accounting/Finance,"['accounting', 'finance', 'financial', 'financial analysis']",both,901,2,4,Obour City, Cairo
Food & Beverage cost control supervisor,Full Time,on-site,Willow's Egypt,"Sheikh Zayed, Giza",56,25,4,Experienced (Non-Manager),Not Specified,"Confidential, 12% + Meal Allowance",Accounting/Finance,"['accountant', 'accounting', 'analyst', 'business', 'cost control', 'finance', 'financial', 'food & beverage', 'cost']",both,901,4,5,Sheikh Zayed, Giza
Fraud Analyst,Internship,on-site,waffarha.com,"Sheraton, Cairo",28,97,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Paid, Waffarha Team Discount - Experience Letter",Accounting/Finance,"['accounting', 'business analysis', 'fraud']",both,901,,,Sheraton, Cairo
Fundraising Lead,Full Time,on-site,Intercap Capital,"Dokki, Giza",19,7,1,Experienced (Non-Manager),Not Specified,"15000 To 20000 EGP Per Month, Performance-Based Incentives Additional 15000 To 20000",Accounting/Finance,"['communication', 'business development', 'project', 'fundraising', 'development', 'donors', 'marketing', 'financial analysis', 'reporting', 'client relations', 'lead generation']",both,901,2,5,Dokki, Giza
GL & AP Section Head,Full Time,on-site,ICON Holding,"Helwan, Cairo",56,99,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'finance', 'financial']",both,901,8,10,Helwan, Cairo
GL Junior Accountant,Full Time,on-site,Not Specified,"Mokattam, Cairo",28,131,1,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Over Time - Medical Insurance - Social Insurance",Accounting/Finance,"['accountant', 'accounting', 'junior accountant', 'finance', 'odoo', 'analytical', 'reporting', 'commerce', 'financial', 'financial analysis', 'financial reporting', 'microsoft']",both,901,2,4,Mokattam, Cairo
GRC Supervisor,Full Time,on-site,Sky Holding,"Maadi, Cairo",28,9,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['complaince', 'risk', 'regulations']",both,901,7,9,Maadi, Cairo
General - Accountant,Full Time,on-site,Cairo Three A for Stevedoring,"Damietta, Damietta",28,36,4,Experienced (Non-Manager),Bachelor'S Degree,,Accounting/Finance,"['accounting', 'finance', 'microsoft excel', 'accounts payable']",Males Preferred,901,2,,Damietta, Damietta
General Accountant,Full Time,on-site,Not Specified,"Sheraton, Cairo",12,112,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'financial', 'accounts payable', 'communication', 'excel', 'finance', 'banking', 'financial', 'financial analysis', 'software', 'reporting']",both,901,2,,Sheraton, Cairo
General Accountant,Full Time,on-site,المؤسسه الدوليه للتوريدات,"Haram, Giza",28,287,2,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,5900 To 6000 EGP Per Month,Accounting/Finance,"['accountant', 'accounting', 'finance', 'financial analysis', 'financial', 'general accountant', 'fresh accountant', 'payable accounting', 'accounts receivable', 'accounting software', 'certified public accountant', 'certified accountant', 'gaap', 'general ledger']",both,901,0,1,Haram, Giza
General Accountant,Full Time,on-site,Alfa Tech,"6th of October, Giza",28,142,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accountant', 'accounting', 'finance', 'general accountant', 'financial']",both,901,3,5,6th of October, Giza
General Accountant,Full Time,on-site,GLC Paints,"Obour City, Cairo",24,262,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Accounting/Finance,"['accounting', 'excel', 'enterprise resource planning', 'finance', 'ms', 'microsoft excel', 'financial analysis', 'financial']",both,901,3,5,Obour City, Cairo
General Accountant,Full Time,on-site,New Plan,"Heliopolis, Cairo",56,214,1,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['accounting', 'accounting software', 'finance', 'general ledger', 'certified accountant', 'software']",both,901,3,4,Heliopolis, Cairo
