Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Career_Level,Education,Salary,Job_Category,Skills,Gender,Job_Category_Count,min_experience,max_experience,City,Country,Applicant_per_position
Graphic Designer,Full Time,on-site,Jufa Foods,"Muscat, Oman",28,221,1,Experienced (Non-Manager),Bachelor'S Degree,,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'communication', 'design', 'english', 'graphic', 'graphic design', 'illustrator', 'indesign', 'media', 'photoshop', 'social media']",Male,374,3,,Muscat, Oman,221
Graphic Designer,Full Time,on-site,Green International Medical,"Manama, Bahrain",7,79,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'design']",both,374,3,,Manama, Bahrain,79
Graphic Designer,Full Time,on-site,DMJ,"Sheraton, Cairo",24,32,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'creative', 'design', 'graphic', 'graphic design', 'illustrator', 'motion graphics', 'photoshop', 'video editing', 'ui', 'ux']",both,374,3,,Sheraton, Cairo,32
Graphic Designer,Full Time,on-site,NAB Designs,"Sheikh Zayed, Giza",56,77,1,Experienced (Non-Manager),Bachelor'S Degree,,Creative/Design/Art,"['adobe illustrator', 'arts', 'adobe photoshop', 'indesign', 'graphic design', 'illustrator', 'photoshop']",Female,374,3,5,Sheikh Zayed, Giza,77
Graphic Designer,Full Time,on-site,New Touch,"10th of Ramadan City, Sharqia",28,36,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe creative suite', 'adobe photoshop', 'adobe illustrator', 'graphic design', 'social media', 'design', 'video editing', 'photoshop', 'illustrator', 'graphic', 'media', 'creative']",both,374,2,,10th of Ramadan City, Sharqia,36
Graphic Designer,Full Time,on-site,Delicious Food Factory,"Cairo, Egypt",13,35,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'creative', 'design', 'graphic design', 'graphics', 'illustrator', 'indesign', 'motion graphics', 'photoshop', 'video editing', 'graphic']",Male,374,1,3,Cairo, Egypt,35
Graphic Designer,Full Time,on-site,Monstel,"Sheikh Zayed, Giza",17,24,1,Experienced (Non-Manager),Not Specified,8000 To 12000 EGP Per Month,Creative/Design/Art,"['graphic', 'graphic design']",both,374,5,,Sheikh Zayed, Giza,24
Graphic Designer,Full Time,on-site,Lasheen Branding and Packaging,"Heliopolis, Cairo",24,51,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe illustrator', 'branding', 'creative', 'design', 'graphic design', 'adobe photoshop', 'ai', 'graphic', 'adobe', 'adobe creative suite', 'typography']",both,374,2,4,Heliopolis, Cairo,51
Graphic Designer,Full Time,on-site,OPPO Egypt,"Nasr City, Cairo",4,68,1,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'designer', 'graphic design', 'graphic designer', 'design', 'graphic', 'illustrator', 'photography', 'photoshop', 'video editing']",both,374,1,3,Nasr City, Cairo,68
Graphic Designer,Full Time,on-site,Not Specified,"Cairo, Egypt",9,92,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'fine arts', 'design', 'graphic', 'graphic design', 'illustrator', 'photography', 'indesign', 'art']",both,374,2,5,Cairo, Egypt,92
Graphic Designer,Full Time,on-site,skilya,"New Nozha, Cairo",56,18,1,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe photoshop', 'adobe illustrator', 'design', 'graphic', 'graphic design', 'photoshop', 'video editing', 'website design']",both,374,2,5,New Nozha, Cairo,18
"Graphic Designer ""Photoshop Experience""",Full Time,on-site,TechJump,"Alexandria, Egypt",28,60,1,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Basic Salary Plus Bonus.",Creative/Design/Art,"['adobe photoshop', 'fine arts', 'graphic design', 'design', 'arts']",both,374,,,Alexandria, Egypt,60
Graphic Designer & Social Media,Full Time,on-site,Orthomed E,"6th of October, Giza",18,41,1,Experienced (Non-Manager),Not Specified,8000 To 20000 EGP Per Month,Creative/Design/Art,"['design', 'graphic', 'graphic design', 'marketing', 'social media', 'photoshop']",both,374,3,5,6th of October, Giza,41
Graphic Designer & Video Editor,Full Time,on-site,Not Specified,"Heliopolis, Cairo",3,32,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"10000 To 15000 EGP Per Month, Social Insurance Medical Insurance Profit Share Bonus",Creative/Design/Art,"['adobe photoshop', 'design', 'graphic', 'graphic design', 'illustrator', 'photoshop', 'video editing', 'arts', 'dreamweaver', 'fine arts', 'indesign', 'software']",both,374,1,5,Heliopolis, Cairo,32
Graphic Designer ( Paid Internship ),Internship,on-site,Selah ElTelmeez For Publishing & printing,"Obour City, Cairo",28,178,8,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Paid,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'applied arts', 'communication', 'arts', 'computer', 'design', 'graphic design', 'visual', 'fine arts']",both,374,0,1,Obour City, Cairo,22
Graphic Designer (Social Media),Full Time,on-site,Helal Group,"New Cairo, Cairo",20,88,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe photoshop', 'advertising', 'adobe illustrator', 'graphic design', 'graphic', 'indesign', 'design', 'social media', 'graphic designer', 'designer', 'editing', 'illustrator', 'photoshop']",both,374,1,3,New Cairo, Cairo,88
Graphic Designer - - Kafr Alsheikh,Full Time,on-site,Not Specified,"Kafr Alsheikh, Egypt",56,,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['graphic design', 'design', 'adobe illustrator', 'adobe photoshop', 'portfolio', 'english', 'quarkxpress']",both,374,3,5,Kafr Alsheikh, Egypt,
Graphic Designer - B2B,Freelance / Project,on-site,Not Specified,"Cairo, Egypt",7,32,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['communication', 'business', 'adobe photoshop', 'adobe illustrator', 'adobe', 'graphic', 'indesign', 'creative', 'adobe creative suite', 'illustrator']",both,374,7,,Cairo, Egypt,32
Graphic Designer - O&G Technologies,Full Time,on-site,Saudi Aramco,"Riyadh, Saudi Arabia",2,7,1,Not Specified,Not Specified,Confidential,Creative/Design/Art,"['graphic design', 'adobe photoshop', 'design', 'adobe illustrator', 'adobe indesign', 'marketing', 'social media', 'media', 'fine arts', 'adobe after effects', 'creative', 'photoshop', 'illustrator', 'web design', 'e-marketing', 'advertising', 'information technology (it)', 'applied arts', 'graphic']",both,374,,,Riyadh, Saudi Arabia,7
Graphic Designer ALEX,Full Time,on-site,proleaders,"Alexandria, Egypt",28,31,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe photoshop', 'graphic design', 'adobe illustrator', 'graphic', 'indesign', 'photoshop']",both,374,2,5,Alexandria, Egypt,31
Graphic Designer And Finalizer,Full Time,on-site,East Pack,"6th of October, Giza",56,40,2,Experienced (Non-Manager),Bachelor'S Degree,"Confidential, Medical Insurance Overtime Social Insurance Transportation",Creative/Design/Art,"['adobe photoshop', 'indesign', 'illustrator', 'adobe illustrator', 'design', 'arts', 'dreamweaver', 'fine arts', 'graphic design', 'photoshop', 'printing', 'software']",both,374,3,5,6th of October, Giza,20
Graphic Designer Specialist,Full Time,on-site,DEVOPSOLUTION,"Nasr City, Cairo",28,59,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Creative/Design/Art,"['adobe photoshop', 'creative', 'adobe illustrator', 'graphic design', 'media', 'social media', 'web design']",both,374,2,4,Nasr City, Cairo,59
Graphic Designer Supervisor,Full Time,on-site,Tamweely,"Downtown, Cairo",11,34,1,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['graphic', 'graphic design', 'photoshop', 'communication']",both,374,5,7,Downtown, Cairo,34
Graphic Designer UI,Full Time,on-site,Numo,"New Cairo, Cairo",28,44,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['design', 'graphic design', 'adobe illustrator', 'adobe photoshop', 'design system', 'proficiency']",both,374,3,5,New Cairo, Cairo,44
Graphic Designer/UI Designer (product designer),Full Time,on-site,Tawaref,"Cairo, Egypt",56,38,1,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['graphic design', 'ui/ux', 'web design', 'html5', 'design', 'graphic', 'video editing']",both,374,3,5,Cairo, Egypt,38
Graphic and motion Designer,Full Time,on-site,Landmarks consulting solutions CO,"Cairo, Egypt",12,29,1,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['adobe illustrator', 'adobe photoshop', 'design', 'graphic', 'graphic design', 'photoshop', 'software', 'fine arts', 'dreamweaver', 'arts', 'indesign', 'illustrator']",both,374,3,5,Cairo, Egypt,29
Graphics Designer (Social Media Manager),Full Time,on-site,Arabic Homeschool,"Obour City, Cairo",25,187,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,10000 To 10000 EGP Per Month,Creative/Design/Art,"['graphic design', 'content creation', 'design', 'graphic', 'media', 'photoshop', 'adobe premiere', 'content', 'digital marketing', 'digital marketing', 'marketing', 'social media']",both,374,1,,Obour City, Cairo,187
HR Administrator,Full Time,on-site,Eldanyel For Leather Industry,"Abbassia, Cairo",56,23,1,Manager,Bachelor'S Degree,Confidential,Creative/Design/Art,"['human resources', 'human resources']",both,374,5,5,Abbassia, Cairo,23
Instructional Designer,Full Time,on-site,Professional Service - Proserv,"Maadi, Cairo",11,18,1,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['design', 'instructional design', 'learning', 'learning systems', 'training', 'instructional']",both,374,1,2,Maadi, Cairo,18
Instructional Designer,Full Time,on-site,Nahdet Misr Publishing Group,"Mohandessin, Giza",28,32,11,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['iti', 'articulate', 'design', 'art', 'instructional design', 'english', 'training']",both,374,1,3,Mohandessin, Giza,2
Interior Designer,Full Time,on-site,Mirrorful,"New Cairo, Cairo",28,72,20,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Creative/Design/Art,"['architecture', '3ds max', '3d', 'creative', 'design', 'interior', 'interior design', 'sketchup', 'communication', 'autocad', 'revit']",both,374,2,4,New Cairo, Cairo,3
Interior Designer - New Dameitta,Full Time,on-site,DEBO Architecture & Contracting,"New Damietta, Damietta",28,5,1,Experienced (Non-Manager),Bachelor'S Degree,,Creative/Design/Art,"['3d max', 'architecture', '3d', 'autocad', 'computer-aided design', 'creative', 'design', 'interior', 'interior design', 'sketch up', 'revit']",Female,374,2,4,New Damietta, Damietta,5
Ionic Developer mobile,Full Time,on-site,Tradeline Stores,"Sheikh Zayed, Giza",28,35,1,Experienced (Non-Manager),Not Specified,Confidential,Creative/Design/Art,"['angular', 'computer science', 'css3', 'git', 'html5', 'information technology (it)', 'ionic', 'javascript', 'json', 'react', 'software development', 'ui']",both,374,1,2,Sheikh Zayed, Giza,35
Junior Art Director - Furniture industry,Full Time,on-site,C.Reality,"Zamalek, Cairo",21,43,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Medical Insurance Yearly Bonus",Creative/Design/Art,"['art direction', 'junior art director', 'furniture design', 'art director', '3d', 'adobe creative suite', 'adobe illustrator', 'adobe photoshop', 'creative', 'arts', 'design', 'fine arts', 'graphic design', 'illustrator', 'indesign', 'photoshop']",both,374,1,2,Zamalek, Cairo,43
Junior Full Stack Developer (.NET and Angular),Full Time,on-site,DEVOPSOLUTION,"Nasr City, Cairo",28,387,2,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Creative/Design/Art,"['cloud', 'communication', 'computer science', 'design', 'information technology (it)', 'javascript', 'software development', 'angular', 'api', 'git', 'html', 'json', 'programming', 'structured query language', 'mvc', 'agile', 'software']",both,374,1,2,Nasr City, Cairo,193
Junior Graphic Design (Static / Motion),Full Time,on-site,Not Specified,"New Cairo, Cairo",56,99,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, Bonus",Creative/Design/Art,"['graphic design', 'adobe photoshop', 'adobe illustrator', 'photoshop', 'illustrator', 'after effects', '3d', 'adobe', 'graphic', 'design', 'art', 'artistic', 'visual', 'visual arts', 'arts']",both,374,1,2,New Cairo, Cairo,99
Junior Graphic Designer,Full Time,on-site,winleads,"Maadi, Cairo",28,63,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe photoshop', 'design', 'graphic design', 'photoshop', 'adobe illustrator', 'dreamweaver', 'arts', 'fine arts', 'graphic', 'illustrator', 'indesign']",both,374,1,,Maadi, Cairo,63
Junior Graphic Designer,Full Time,on-site,Awe research,"Cairo, Egypt",3,62,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Creative/Design/Art,"['adobe creative suite', 'adobe photoshop', 'adobe illustrator', 'illustrator', 'indesign', 'photoshop', 'graphic design', 'applied arts', 'design', 'creative', 'graphic', 'fine arts']",both,374,0,1,Cairo, Egypt,62
Junior Mechanical Technical Office Engineer,Full Time,on-site,EGYGAB Developments,"Heliopolis, Cairo",18,166,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Creative/Design/Art,"['autocad', 'communication', 'engineering', 'english', 'maintenance', 'mechanical', 'mechanical engineering', 'microsoft', 'to', 'construction', 'drawing', 'design', 'mep', 'revit']",both,374,1,3,Heliopolis, Cairo,166
Junior Pastry Chef & Fine Arts Graduate,Full Time,on-site,Tulipe,"6th of October, Giza",56,26,1,Entry Level (Junior Level / Fresh Grad),Not Specified,6000 To 12000 EGP Per Month,Creative/Design/Art,"['pastry', 'cooking', 'visual arts', 'graphic design', 'baking']",both,374,0,5,6th of October, Giza,26
Junior UX Designer,Full Time,on-site,Microwize,"Cairo, Egypt",5,84,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Creative/Design/Art,"['software development', 'information technology (it)', 'software', 'design', 'ux design', 'figma', 'adobe xd', 'ux', 'ux writing', 'american english', 'prototyping', 'wireframes', 'agile', 'scrum']",both,374,1,2,Cairo, Egypt,84
Junior UX Designer,Full Time,on-site,Microwize,"Cairo, Egypt",4,83,1,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Creative/Design/Art,"['software development', 'information technology (it)', 'software', 'design', 'ux design', 'figma', 'adobe xd', 'ux', 'ux writing', 'american english', 'prototyping', 'wireframes', 'agile', 'scrum']",both,374,1,2,Cairo, Egypt,83
Landscape Engineer,Full Time,on-site,Rekaz Developments,"New Cairo, Cairo",27,70,1,Experienced (Non-Manager),Bachelor'S Degree,Confidential,Creative/Design/Art,"['landscape', 'autocad', 'agriculture', 'engineering']",both,374,2,4,New Cairo, Cairo,70
Learning Design,Full Time,on-site,Plugin Talents,"Maadi, Cairo",26,26,1,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Creative/Design/Art,"['design', 'instructional design', 'education']",both,374,1,4,Maadi, Cairo,26
Lighting Sales Engineer,Full Time,on-site,Archilight,"New Cairo, Cairo",28,15,1,Experienced (Non-Manager),Not Specified,"Confidential, Attractive Commission, Social And Medical Insurance",Creative/Design/Art,"['electrical', 'architecture', 'sales', 'sales target', 'sales', 'electrical engineering']",both,374,1,4,New Cairo, Cairo,15
Lighting Sales Manager,Full Time,on-site,Archilight,"New Cairo, Cairo",28,34,1,Manager,Not Specified,"Confidential, Attractive Commission + Medical Insurance + Social Insurance",Creative/Design/Art,"['manager', 'sales', 'sales manager', 'sales', 'sales target', 'engineering', 'customer service', 'lighting', 'lighting design']",both,374,8,10,New Cairo, Cairo,34
Marketing Content Executive,Full Time,on-site,Carina Wear,"New Cairo, Cairo",10,24,1,Experienced (Non-Manager),Not Specified,,Creative/Design/Art,"['marketing', 'social media', 'content marketing', 'digital marketing', 'social media', 'brand storytelling', 'content strategy', 'content creation', 'seo optimization', 'multimedia content', 'social media content', 'copywriting & editing', 'creativity', 'innovation', 'strategic thinking']",Females Preferred,374,2,3,New Cairo, Cairo,24
Marketing Director,Full Time,on-site,Not Specified,"Downtown, Cairo",28,49,1,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,Confidential,Creative/Design/Art,"['online marketing', 'communication', 'cim', 'creative', 'marketer', 'marketing', 'media', 'sales', 'leadership']",both,374,10,20,Downtown, Cairo,49
Marketing Director,Full Time,on-site,Not Specified,"Hurghada, Red Sea",5,19,1,"Senior Management (CEO, GM, Director, Head)",Bachelor'S Degree,75000 To 100000 EGP Per Month,Creative/Design/Art,"['digital marketing', 'marketing', 'marketing campaigns', 'operations', 'social media', 'digital marketing', 'advertising', 'campaign', 'media', 'digital', 'search engine optimization', 'sales']",both,374,7,,Hurghada, Red Sea,19
Marketing Executive,Full Time,on-site,Platinum Services Oxford,"Heliopolis, Cairo",56,18,1,Experienced (Non-Manager),Bachelor'S Degree,300 To 600 GBP Per Month,Creative/Design/Art,"['marketing', 'facebook ads', 'online ads', 'ads', 'web advertising', 'event', 'business administration', 'communication', 'market research', 'media', 'research', 'sales', 'social media', 'customer relationship', 'administration']",both,374,2,4,Heliopolis, Cairo,18
