Title,Working_Hours,Working_Place,Company,Location,Post_Date,Number_of_Applicants,Number_of_Positions,Experience,Career_Level,Education,Salary,Job_Category,Skills
Scanning & Data Entry Agent,Full Time,On-site,IRON MOUNTAIN,"10th of Ramadan City, Sharqia",Posted 4 days ago,47,2 open positions,0 To 3 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,Confidential,Operations/Management,"['Operations', 'Data Entry', 'Administration']"
stock controller - Sharqia,Full Time,On-site,Beyti - an Almarai Subsidiary,"Sharqia, Egypt",Posted 1 month ago,50,1 open position,1 To 2 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'inventory', 'Stock Control', 'Stock Controlling', 'Finance']"
Internship,Internship,On-site,Sky Holding,"Maadi, Cairo",Posted 2 months ago,333,10 open positions,Not Specified,Entry Level (Junior Level / Fresh Grad),Not Specified,Unpaid,Accounting/Finance,"['Internship', 'Training']"
Senior Application Support Engineer,Full Time,On-site,Al Ahly Momkn for e-payment,"Maadi, Cairo",Posted 13 days ago,35,1 open position,3 To 5 Years,Experienced (Non-Manager),Not Specified,Confidential,IT/Software Development,"['Information Technology (IT)', 'Application Support', 'application', 'Engineering', 'Linux', 'SQL', 'PL/SQL']"
Interaction Designer,Full Time,On-site,sovari construction,"Sheraton, Cairo",Posted 12 days ago,18,1 open position,2 To 7 Years,Experienced (Non-Manager),Bachelor'S Degree,"7000 To 20000 EGP Per Month, Bonuses",Engineering - Construction/Civil/Architecture,"['Design', 'Fine Arts', 'Interaction Design', 'Designer', 'CAD', '3D Design', 'AutoCAD 2D']"
Project Manager,Full Time,On-site,Masreya Media,"Giza, Egypt",Posted 2 months ago,91,2 open positions,2 To 8 Years,Manager,Bachelor'S Degree,Confidential,Project/Program Management,"['Project Management', 'Project Manager', 'Project', 'Communication', 'Communication skills', 'Computer Science', 'English', 'Management', 'Planning', 'quality', 'Translation']"
Sales Engineer _ Alexandria,Full Time,On-site,Trust Engineering Company,"Alexandria, Egypt",Posted 20 days ago,43,2 open positions,0 To 5 Years,Entry Level (Junior Level / Fresh Grad),Bachelor'S Degree,"Confidential, • Basic Salary And Transportation Allowance. • High Sales Commission • Monthly Bonuses On Achieved Targets • No Upper Limit To Sales Commissions And Bonuses.",Sales/Retail,"['Sales', 'Technical Sales', 'Sales engineer', 'Customer Support', 'Engineering Services', 'Sales skills', 'Maintenance Engineering', 'Industria maintenance products', 'Outdoor Sales', 'Field Sales', 'Engineering', 'English', 'petrochemical', 'Sales Target', 'Science', 'Software']"
Operations Manager,Full Time,On-site,Shawerma and sauce,"Cairo, Egypt",Posted 27 days ago,70,1 open position,2 To 5 Years,Manager,Not Specified,Confidential,Operations/Management,"['Food & Beverage', 'Food Hygiene', 'Food Safety Management', 'Food Processing']"
Video Editor,Full Time,On-site,Al Hayat Medical Clinics,"Mokattam, Cairo",Posted 2 months ago,46,1 open position,1 To 3 Years,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, KPIS",Marketing/PR/Advertising,"['Adobe Photoshop', 'Digital technology', 'media', 'video', 'Video Editing']"
General Accountant,Full Time,On-site,Windrose Academy,"Katameya, Cairo",Posted 5 days ago,114,1 open position,2 To 4 Years,Experienced (Non-Manager),Not Specified,Confidential,Accounting/Finance,"['Accounting', 'accountant', 'general accountant', 'Finance']"
